timestep,buyer,seller,price,quantity
497,BotC,BotB,2411.540000,1
498,BotA,MomBot1,2408.380000,1
498,BotB,MomBot2,2408.380000,1
498,BotC,BotA,2412.380000,1
498,MomBot1,BotB,2412.380000,1
498,MomBot2,BotC,2412.380000,1
499,BotA,MomBot1,2408.490000,1
499,BotC,MomBot2,2408.490000,1
500,RSIBot1,MomBot1,2409.430000,1
500,BotA,MomBot2,2409.430000,1
